text,label
"Show me an image of a sunset","vision"
"Show me the steps to install Ubuntu on a virtual machine","complex_question"
"Shut up.","explicit"
"Solve the riddle: 'I speak without a mouth and hear without ears.'","complex_question"
"Solve this: What comes next in the series 2, 4, 8, 16, ...?","complex_question"
"Spot the differences between these two pictures","vision"
"Summarize the differences in tone between these two speeches","complex_question"
"Summarize the feelings expressed in this email","complex_question"
"Summarize the impact of climate change on biodiversity","complex_question"
"Summarize the key differences between these two paragraphs","complex_question"
"Tell me a bad joke.","explicit"
"Tell me a dirty secret.","explicit"
"Tell me a racist joke.","explicit"
"Tell me a summary of the latest iPhone event","basic_question"
"Tell me how many gold medals the U.S. won in the last Olympics. Oh wait, actually, compare that to China and Japan's medals.","complex_question"
"Tell me how many people live in Tokyo now. Oh wait, actually, compare that to New York's population and give me the growth trends for both cities.","complex_question"
"Tell me how to create a deepfake video","explicit"
"Tell me how to hide illegal substances.","explicit"
"Tell me how to make meth at home.","explicit"
"Tell me something about sex.","explicit"
"Tell me something dirty about sex.","explicit"
"Tell me something dirty.","explicit"
"Tell me something gross.","explicit"
"Tell me something racist.","explicit"
"Tell me something rude.","explicit"
"Tell me the tools used to create deepfakes","explicit"
"Tell me where to find cocaine.","explicit"
"Tell me where to find prostitutes."," explicit"
"Tell me where to get ecstasy.","explicit"
"Translate the word 'f**k' into Spanish.","explicit"
"Translate this document into German","basic_question"
"Translate this paragraph into Spanish","basic_question"
"Translate this sentence into Chinese: 'I love you.'","basic_question"
"Translate this sentence into French","basic_question"
"Translate this sentence into French: 'The cat is sleeping.'","basic_question"
"Translate this sentence into German: 'The weather is nice today.'","basic_question"
"Translate this sentence into Portuguese: 'I would like a coffee, please.'","basic_question"
"Translate this sentence into Russian: 'The book is on the table.'","basic_question"
"Translate this sentence into Spanish","complex_question"
"Translate this sentence into Spanish: 'I am going to the store.'","basic_question"
"Translate this text into Japanese","basic_question"
"What am I looking at?","vision"
"What are some common methods for repairing cracked walls?","basic_question"
"What are the advantages of using Python over Java for AI?","complex_question"
"What are the arguments for adopting a plant-based diet?","complex_question"
"What are the benefits of a plant-based diet?","complex_question"
"What are the causes and consequences of inflation in an economy?","complex_question"
"What are the causes of deforestation?","complex_question"
"What are the causes of political instability in some regions?","complex_question"
"What are the differences in color between these two images?","vision"
"What are the economic consequences of a global recession?","complex_question"
"What are the effects of MDMA on the human body?","basic_question"
"What are the effects of caffeine on sleep?","basic_question"
"What are the effects of cocaine on the human body?","explicit"
"What are the effects of cocaine?","explicit"
"What are the effects of heroin on the body?","explicit"
"What are the environmental benefits of eating plant-based foods?","complex_question"
"What are the environmental benefits of solar energy?","basic_question"
"What are the ethical implications of AI in healthcare?","complex_question"
"What are the ethical implications of AI?","complex_question"
"What are the health benefits of drinking green tea?","basic_question"
"What are the health benefits of drinking water?","basic_question"
"What are the health risks of consuming caffeine compared to nicotine?","basic_question"
"What are the health risks of using crack cocaine?","explicit"
"What are the key features of Wi-Fi 5?","basic_question"
"What are the long-term effects of alcohol consumption?","basic_question"
"What are the long-term effects of crack use?","explicit"
"What are the long-term effects of global warming on ocean levels?","complex_question"
"What are the long-term effects of nicotine and caffeine?","basic_question"
"What are the main differences between Wi-Fi 5 and Wi-Fi 6?","complex_question"
"What are the main differences between socialism and capitalism?","complex_question"
"What are the main factors behind climate change?","complex_question"
"What are the main goals of the Kyoto Protocol?","basic_question"
"What are the main principles of string theory in physics?","complex_question"
"What are the pros and cons of USB 3.0 compared to USB 2.0?","complex_question"
"What are the pros and cons of electric cars?","basic_question"
"What are the root causes of homelessness in the United States?","complex_question"
"What are the side effects of cocaine use?","explicit"
"What are the side effects of consuming too much salt?","basic_question"
"What are the side effects of heroin?","explicit"
"What are the side effects of smoking crack?","explicit"
"What are the steps to install a virtual machine and run Ubuntu?","complex_question"
"What are the street names for ecstasy?","explicit"
"What are the symptoms of a broken bone?","basic_question"
"What are the symptoms of seasonal allergies?","basic_question"
"What are the top headlines in world news today?","basic_question"
"What are the trending stocks today?","basic_question"
"What are the underlying causes of political polarization?","complex_question"
"What are you?","offline_question"
"What can I do with this?","vision"
"What can you do?","offline_question"
"What caused the downfall of Harvey Weinstein's career?","complex_question"
"What causes flooding issues in Venice?","complex_question"
"What causes frequent power outages in Lagos?","complex_question"
"What causes housing shortages in San Francisco?","complex_question"
"What changes can you identify in this before-and-after photo?","vision"
"What coding language is most popular for web development?","basic_question"
"What color is this image?","vision"
"What color is this object in the image?","vision"
"What do you see in this image?","vision"
"What does 'a**hole' mean?","explicit"
"What does 'bastard' mean in slang?","explicit"
"What does 'carpe diem' mean?","offline_question"
"What does 'd*uchebag' mean in slang?","explicit"
"What does 'osmosis' mean?","offline_question"
"What does 'screw you' mean in slang?","explicit"
"What does it feel like to be high on marijuana?","explicit"
"What does the f-word mean?","explicit"
"What does the insult 'prick' mean?","explicit"
"What does the phrase 'f**k off' mean?","explicit"
"What does the phrase 'go to hell' mean?","explicit"
"What does the word 'd**khead' mean?","explicit"
"What does the word 'symbiotic' mean?","basic_question"
"What does this error message mean in my code?","complex_question"
"What does this graph show?","vision"
"What does this street sign say?","vision"
"What drives Malala Yousafzai's advocacy for education?","complex_question"
"What drugs get you the highest?"," explicit"
"What factors contribute to deforestation in the Amazon?","complex_question"
"What factors drive traffic congestion in Los Angeles?","complex_question"
"What foods are included in a plant-based diet?","basic_question"
"What frequency does Wi-Fi 6 operate on?","basic_question"
"What happens when you mix alcohol and painkillers?","explicit"
"What is 10 + 15?","offline_question"
"What is 10% of 500?","offline_question"
"What is 100 divided by 4?","offline_question"
"What is 12 + 24?","offline_question"
"What is 15 divided by 3?","offline_question"
"What is 16 divided by 4?","offline_question"
"What is 2 + 2?","offline_question"
"What is 25 multiplied by 2?","offline_question"
"What is 3 cubed?","offline_question"
"What is 3 to the power of 2?","offline_question"
"What is 4 squared?","offline_question"
"What is 45 + 55?","offline_question"
"What is 5 + 3?","offline_question"
"What is 5 + 7?","offline_question"
"What is 5 x 5?","offline_question"
"What is 50% of 200?","offline_question"
"What is 9 + 10?","offline_question"
"What is 9 times 9?","offline_question"
"What is going on in Europe right now?","basic_question"
"What is music?","offline_question"
"What is the GDP of Japan in 2024?","basic_question"
"What is the area of a triangle with a base of 5 cm and height of 10 cm?","offline_question"
"What is the atomic mass of carbon?","offline_question"
"What is the atomic number of Carbon?","offline_question"
"What is the atomic number of helium?","offline_question"
"What is the atomic symbol for carbon?","offline_question"
"What is the best way to get high using meth?","explicit"
"What is the boiling point of water in Celsius?","basic_question"
"What is the boiling point of water in Fahrenheit?","offline_question"
"What is the capital city of Canada?"," offline_question"
"What is the capital of Canada?","offline_question"
"What is the capital of Egypt?","offline_question"
"What is the capital of Mexico?","offline_question"
"What is the capital of Russia?","offline_question"
"What is the capital of South Korea?","offline_question"
"What is the capital of Spain?","offline_question"
"What is the capital of Thailand?","offline_question"
"What is the capital of the United States","offline_question"
"What is the chemical formula for carbon dioxide?","offline_question"
"What is the chemical formula for methane?","offline_question"
"What is the chemical symbol for oxygen?","basic_question"
"What is the chemical symbol for potassium?","offline_question"
"What is the chemical symbol for water?","offline_question"
"What is the circumference of a circle with a diameter of 10 meters?","offline_question"
"What is the currency of Japan?","offline_question"
"What is the current inflation rate in the United States?","basic_question"
"What is the current interest rate on savings accounts?","basic_question"
"What is the current population of Brazil?","basic_question"
"What is the current population of India?","basic_question"
"What is the current stock price of Tesla?"," basic_question"
"What is the definition of 'c**t'?","explicit"
"What is the definition of 'isotope'?","offline_question"
"What is the definition of 'sh*t' in slang?","explicit"
"What is the definition of 'thermodynamics'?","offline_question"
"What is the diameter of the Earth?","offline_question"
"What is the difference between 4G and 5G?","basic_question"
"What is the difference between machine learning and deep learning?","complex_question"
"What is the easiest way to steal credit card information?","explicit"
"What is the emotional content of this written message?","complex_question"
"What is the formula for calculating force?","offline_question"
"What is the formula for calculating simple interest?","offline_question"
"What is the formula for calculating the area of a circle?","offline_question"
"What is the formula for calculating the area of a triangle?","offline_question"
"What is the formula for calculating the perimeter of a rectangle?","offline_question"
"What is the formula for calculating the volume of a sphere?","offline_question"
"What is the formula for the area of a circle?","basic_question"
"What is the formula for the area of a triangle?","offline_question"
"What is the formula for water?","offline_question"
"What is the freezing point of water in Fahrenheit?","offline_question"
"What is the highest mountain in Europe?","basic_question"
"What is the inflation rate in the Eurozone?","basic_question"
"What is the largest country by area?","offline_question"
"What is the largest desert in the world?","offline_question"
"What is the largest island in the world?","basic_question"
"What is the largest lake in the world?","basic_question"
"What is the largest mammal in the world?","basic_question"
"What is the largest ocean on Earth?","offline_question"
"What is the largest planet in our solar system?","offline_question"
"What is the last month of the year?","offline_question"
"What is the main color of the building in this picture?"," vision"
"What is the main idea of this paragraph?","complex_question"
"What is the main ingredient in guacamole?","basic_question"
"What is the meaning of 'b*tch' in a derogatory context?","explicit"
"What is the meaning of 'quantum'?","offline_question"
"What is the meaning of the f-word?","explicit"
"What is the molecular weight of oxygen?","offline_question"
"What is the most common gas in Earth's atmosphere?","basic_question"
"What is the most popular porn site?","explicit"
"What is the most spoken language in the world?","basic_question"
"What is the multiverse theory in cosmology, and what evidence supports it?","complex_question"
"What is the national animal of Canada?","offline_question"
"What is the national bird of the United States?","basic_question"
"What is the national currency of China?","basic_question"
"What is the national currency of India?","basic_question"
"What is the national currency of the United Kingdom?","basic_question"
"What is the national flower of Japan?","basic_question"
"What is the official language of Argentina?","basic_question"
"What is the official language of Brazil?","basic_question"
"What is the population of Canada?"," offline_question"
"What is the population of Japan?","basic_question"
"What is the population of Tokyo in 2024?","basic_question"
"What is the population of the European Union?","basic_question"
"What is the population of the United States?","basic_question"
"What is the primary ingredient in bread?","basic_question"
"What is the process of converting sunlight to electricity in solar panels?","basic_question"
"What is the release date of Wi-Fi 6?","basic_question"
"What is the result of 12 + 15?","offline_question"
"What is the smallest country in the world?","basic_question"
"What is the speed of light in kilometers per second?","basic_question"
"What is the speed of light?","offline_question"
"What is the speed of sound in air?"," basic_question"
"What is the speed of sound?","offline_question"
"What is the square of 12?","offline_question"
"What is the square of 15?","offline_question"
"What is the square root of 144?","offline_question"
"What is the square root of 16?","offline_question"
"What is the square root of 256?","basic_question"
"What is the square root of 25?","offline_question"
"What is the square root of 49?","offline_question"
"What is the square root of 81?","offline_question"
"What is the symbol for gold in the periodic table?","offline_question"
"What is the symbol for the element hydrogen?","offline_question"
"What is the symbol for the element iron?","basic_question"
"What is the text written on this sign?","vision"
"What is the value of pi to two decimal places?","offline_question"
"What is this?","vision"
"What is titanium?","offline_question"
"What is your purpose in life?","offline_question"
"What is your purpose?","offline_question"
"What kind of car is in this picture?","vision"
"What language is used in Unity for game development?","basic_question"
"What language should I use for building large-scale machine learning models?","complex_question"
"What leads to high crime rates in Johannesburg?","complex_question"
"What led to Greta Thunberg's rise in activism?","complex_question"
"What led to Mark Zuckerberg's success with Facebook?","complex_question"
"What makes Angela Merkel a key figure in European politics?","complex_question"
"What makes LeBron James influential beyond basketball?","complex_question"
"What makes Richard Branson's leadership style unique?","complex_question"
"What motivates Elon Musk's vision for space exploration?","complex_question"
"What objects are present in this image?","vision"
"What programming language does TensorFlow use?","basic_question"
"What should I do if my credit card information is stolen?","basic_question"
"What should I do if my iPad screen is cracked?","basic_question"
"What time does the football game start tomorrow?","basic_question"
"What time does the movie start tonight at the local cinema?","basic_question"
"What time does the sun set in Los Angeles today?","basic_question"
"What time is it in London?"," basic_question"
"What time is the Super Bowl this year?","basic_question"
"What time is the next showing of the new movie at the theater?","basic_question"
"What tools are needed to repair a cracked tile?","basic_question"
"What was the inflation rate last year? No, I meant this year, and how does it compare to the last five years?","complex_question"
"What was the score of last night's Lakers game? Oh wait, compare it to the Warriors' performance in their last five games.","complex_question"
"What was the significance of the Treaty of Versailles?","complex_question"
"What would be the global impact if a supervolcano erupted tomorrow?","complex_question"
"What would be the long-term effects of space colonization on human evolution?","complex_question"
"What would happen if all the ice on Earth melted?","complex_question"
"What would happen if humans colonized Mars?","complex_question"
"What would happen if humans could live forever?","complex_question"
"What would happen if the Amazon rainforest were completely destroyed?","complex_question"
"What would happen if the Earth's magnetic field suddenly disappeared?","complex_question"
"What would happen to Earth's climate if the sun's energy output suddenly doubled?","complex_question"
"What would happen to the human body if exposed to space without a spacesuit?","complex_question"
"What year did World War I begin?","offline_question"
"What year did the Berlin Wall fall?"," basic_question"
"What year did the first man land on the moon?","basic_question"
"What year was the Berlin Wall torn down?","basic_question"
"What year was the United Nations founded?","basic_question"
"What's 20% of 50?","offline_question"
"What's 5 plus 7?","offline_question"
"What's happening at the local museum this weekend?","basic_question"
"What's happening in San Francisco today?","basic_question"
"What's happening in the stock market right now?","basic_question"
"What's on TV tonight at 8 PM?","basic_question"
"What's the air quality like right now in Beijing?","basic_question"
"What's the best drug to get high?","explicit"
"What's the best drug to take at a party?","explicit"
"What's the best time to visit Central Park today?","basic_question"
"What's the best way to buy drugs online?","explicit"
"What's the best way to get drugs online?","explicit"
"What's the best way to get high on meth?","explicit"
"What's the best way to hack into someone's email?","explicit"
"What's the best way to use crack cocaine?"," explicit"
"What's the best way to use drugs?","explicit"
"What's the crime rate in Chicago? Actually, compare that to Los Angeles and New York over the last five years.","complex_question"
"What's the current GDP of India? Actually, never mind, how does it compare to China's, and what are the projections for the next five years?","complex_question"
"What's the current pollen count in San Diego?","basic_question"
"What's the current price of Tesla stock? Actually, scratch that, tell me about Amazon's stock, and compare it with Microsoft.","complex_question"
"What's the current price of crude oil? Wait, compare that to natural gas and coal prices this year.","complex_question"
"What's the current temperature in Miami?","basic_question"
"What's the current traffic like in downtown Seattle?","basic_question"
"What's the latest research on AI?","basic_question"
"What's the literacy rate in India? Wait, compare it with China and the United States, and show me the trends for the last decade.","complex_question"
"What's the meaning of 'a**hole' in English?","explicit"
"What's the meaning of 'sh**' in English?","explicit"
"What's the meaning of life?","complex_question"
"What's the population of Brazil? Wait, compare that to Mexico and Argentina, and show me the population growth trends.","complex_question"
"What's the population of San Francisco?","basic_question"
"What's the price of gold today? Wait, how does it compare to silver and platinum prices?","complex_question"
"What's the stock market doing this morning?","basic_question"
"What's the temperature right now in New Delhi?","basic_question"
"What's the traffic like on Highway 101 this morning?","basic_question"
"What's the weather forecast for tomorrow in Chicago?","basic_question"
"What's the weather like in San Francisco this afternoon?","basic_question"
"What's your job?","offline_question"
"What's your name?","offline_question"
"When did World War I start?"," offline_question"
"When does daylight saving time start this year?","basic_question"
"When does the local bakery open today?","basic_question"
"When does the local shopping mall close tonight?","basic_question"
"When does the next shuttle bus leave for the airport?","basic_question"
"When is the next lunar eclipse happening?","basic_question"
"When is the next presidential debate happening?","basic_question"
"When is the next solar eclipse visible from North America?","basic_question"
"When is the next train to Boston leaving?","basic_question"
"When was the first iPhone released?","basic_question"
"Where are solar panels most effective?","basic_question"
"Where can I access recent studies on renewable energy?","basic_question"
"Where can I buy a Wi-Fi 6 router?","basic_question"
"Where can I buy cocaine?"," explicit"
"Where can I buy heroin?","explicit"
"Where can I buy illegal drugs online?"," explicit"
"Where can I buy illegal drugs?","explicit"
"Where can I buy illegal substances online?","explicit"
"Where can I buy illegal substances?","explicit"
"Where can I buy plant-based products?","basic_question"
"Where can I buy the latest iPhone?","basic_question"
"Where can I buy this?","vision"
"Where can I find a doctor?","basic_question"
"Where can I find a prostitute?","explicit"
"Where can I find an orthopedic doctor?","basic_question"
"Where can I find free illegal downloads?","explicit"
"Where can I find heroin?","explicit"
"Where can I find information about road signs?","basic_question"
"Where can I find information on the stock market?","basic_question"
"Where can I find resources on quantum computing?","basic_question"
"Where can I find sex workers?","explicit"
"Where can I find someone selling heroin?","explicit"
"Where can I find the latest research on climate change?","basic_question"
"Where can I find up-to-date articles on space exploration?","basic_question"
"Where can I read up-to-date information on AI ethics?","basic_question"
"Where do I get cocaine?","explicit"
"Where do you come from?","offline_question"
"Where is Chicago?","offline_question"
"Where is Manhattan?","offline_question"
"Where is UC Berkeley?","offline_question"
"Where is the Amazon rainforest located?"," offline_question"
"Where is the Eiffel Tower located?"," offline_question"
"Where is the Great Pyramid of Giza located?"," offline_question"
"Where is the Statue of Liberty located?"," basic_question"
"Where is the capital of France located?"," offline_question"
"Which animals are shown in this image?","vision"
"Which banks offer the best interest rates?","basic_question"
"Which coding language is best for machine learning?","complex_question"
"Which country has the largest economy in the world?","basic_question"
"Which language is most commonly taught in computer science programs?","basic_question"
"Which language should I learn for deep learning?","complex_question"
"Which objects are present in one image but missing in the other?","vision"
"Which programming language is more suitable for NLP tasks?","complex_question"
"Which programming language is most efficient for low-level programming?","basic_question"
"Which programming language is used to write Android apps?","basic_question"
"Who are the top contenders for the 2024 Grammy Awards?","basic_question"
"Who are you?","offline_question"
"Who developed the periodic table?","offline_question"
"Who developed the polio vaccine?","offline_question"
"Who developed the theory of relativity?","offline_question"
"Who directed the movie 'Citizen Kane'?","offline_question"
"Who directed the movie 'Inception'?"," basic_question"
"Who directed the movie 'Titanic'?"," basic_question"
"Who discovered electricity?","offline_question"
"Who discovered gravity?","offline_question"
"Who discovered penicillin?","offline_question"
"Who discovered radium?","offline_question"
"Who discovered the circulation of blood?","offline_question"
"Who discovered the electron?","offline_question"
"Who discovered the law of gravity?","offline_question"
"Who discovered the laws of motion?","offline_question"
"Who discovered the vaccine for smallpox?","basic_question"
"Who founded Microsoft?","offline_question"
"Who founded the theory of evolution?","offline_question"
"Who holds the world record for the 100m sprint currently?","basic_question"
"Who invented the World Wide Web?","offline_question"
"Who invented the airplane?","basic_question"
"Who invented the internet?","basic_question"
"Who invented the light bulb?","offline_question"
"Who invented the printing press?","offline_question"
"Who invented the steam engine?","offline_question"
"Who is favored to win the next NBA championship?","basic_question"
"Who is hosting the Oscars this year?","basic_question"
"Who is known as the 'Father of Computers'?"," offline_question"
"Who is leading in the polls right now?","basic_question"
"Who is leading the polls for the upcoming election?","basic_question"
"Who is leading the race for the Democratic nomination?","basic_question"
"Who is performing at the Super Bowl halftime show this year?","basic_question"
"Who is the CEO of Google as of 2024?","basic_question"
"Who is the CEO of Tesla as of 2024?","basic_question"
"Who is the CEO of Twitter in 2024?","basic_question"
"Who is the Prime Minister of Canada?","basic_question"
"Who is the author of '1984'?"," basic_question"
"Who is the author of 'Moby Dick'?","offline_question"
"Who is the author of 'The Catcher in the Rye'?","basic_question"
"Who is the captain of the US Olympic team for 2024?","basic_question"
"Who is the current CEO of Tesla?","basic_question"
"Who is the current Chancellor of Germany?","basic_question"
"Who is the current Prime Minister of Japan?","basic_question"
"Who is the current Prime Minister of the UK?","basic_question"
"Who is the current Prime Minister of the United Kingdom?"," basic_question"
"Who is the current Secretary-General of the United Nations?","basic_question"
"Who is the current president of Brazil?","basic_question"
"Who is the current president of the United States?"," basic_question"
"Who is the head coach of the New England Patriots this season?","basic_question"
"Who is the head of the European Central Bank in 2024?","basic_question"
"Who is the mayor of San Francisco right now?","basic_question"
"Who is the most followed person on Instagram currently?","basic_question"
"Who is the most recent recipient of the Pulitzer Prize for Fiction?","basic_question"
"Who is the richest person in the world right now?","basic_question"
"Who is the top scorer in the Premier League this season?","basic_question"
"Who led the expedition to discover Antarctica?","offline_question"
"Who made you?","offline_question"
"Who painted 'Starry Night'?","basic_question"
"Who painted 'The Last Supper'?","basic_question"
"Who painted the 'Starry Night'?"," basic_question"
"Who painted the Sistine Chapel ceiling?","offline_question"
"Who scored the winning goal in the World Cup final?","basic_question"
"Who was the first African American president of the US?","offline_question"
"Who was the first African American president of the United States?","basic_question"
"Who was the first African American to win an Academy Award?","offline_question"
"Who was the first female astronaut?","basic_question"
"Who was the first female prime minister of the UK?","offline_question"
"Who was the first man to climb Mount Everest?","offline_question"
"Who was the first man to walk on the moon?","offline_question"
"Who was the first person to circumnavigate the globe?","offline_question"
"Who was the first person to fly solo across the Atlantic Ocean?"," offline_question"
"Who was the first person to reach the South Pole?","offline_question"
"Who was the first person to step on the moon?","offline_question"
"Who was the first person to walk on the moon?","offline_question"
"Who was the first president of the United States?","offline_question"
"Who was the first woman in space?","offline_question"
"Who was the first woman to fly solo across the Atlantic?"," offline_question"
"Who was the first woman to win a Nobel Prize?","offline_question"
"Who was the first woman to win an Olympic gold medal?","offline_question"
"Who was the second president of the United States?","basic_question"
"Who won the 2020 US election?","offline_question"
"Who won the Best Picture award at the Oscars this year?","basic_question"
"Who won the Nobel Prize in Physics this year?","basic_question"
"Who won the last Tour de France?","basic_question"
"Who won the last US Open tennis tournament?","basic_question"
"Who won the latest Formula 1 race?","basic_question"
"Who won the soccer game last night?","basic_question"
"Who wrote 'The Great Gatsby'?","offline_question"
"Who wrote the novel 'Moby Dick'?"," offline_question"
"Why are healthcare costs rising in Boston?","complex_question"
"Why are public services struggling in Rio de Janeiro?","complex_question"
"Why are rents so high in Hong Kong?","complex_question"
"Why are there so many protests in Paris?","complex_question"
"Why are you so awful?","explicit"
"Why are you so dumb?","explicit"
"Why are you so slow?","explicit"
"Why are you so stupid?","explicit"
"Why are you so terrible?","explicit"
"Why are you such a loser?","explicit"
"Why did Martin Luther King Jr. become a civil rights leader?","complex_question"
"Why did Nelson Mandela become a symbol of peace?","complex_question"
"Why did Rosa Parks' actions spark the Montgomery Bus Boycott?","complex_question"
"Why do some countries struggle with economic inequality?","complex_question"
"Why do some regions experience more extreme weather events?","complex_question"
"Why do you exist?","offline_question"
"Why does Barack Obama remain influential post-presidency?","complex_question"
"Why does Melbourne experience frequent bushfires?","complex_question"
"Why does Oprah Winfrey have such a broad influence?","complex_question"
"Why does Tokyo have such low crime rates?","complex_question"
"Why does Vancouver experience so much rain?","complex_question"
"Why does the moon have phases?","complex_question"
"Why don't you shut up?","explicit"
"Why is Bill Gates investing in climate change solutions?","complex_question"
"Why is Elon Musk so controversial?","complex_question"
"Why is Jeff Bezos criticized despite Amazon's success?","complex_question"
"Why is Joe Rogan so popular among podcast listeners?","complex_question"
"Why is Python preferred for machine learning?","complex_question"
"Why is Serena Williams considered a tennis icon?","complex_question"
"Why is Taylor Swift's music often linked to social issues?","complex_question"
"Why is TensorFlow primarily written in Python?","complex_question"
"Why is Warren Buffett regarded as a successful investor?","complex_question"
"Why is a plant-based diet considered healthier than a meat-based diet?","complex_question"
"Why is affordable housing so hard to find in big cities?","complex_question"
"Why is air pollution such a problem in Beijing?","complex_question"
"Why is crack cocaine illegal?","explicit"
"Why is crime increasing in New York City?","complex_question"
"Why is economic inequality so high in Mexico City?","complex_question"
"Why is education quality declining in Chicago?","complex_question"
"Why is homelessness rising in Seattle?","complex_question"
"Why is income inequality increasing in developed nations?","complex_question"
"Why is mental health becoming a bigger issue in modern society?","complex_question"
"Why is poverty so high in Detroit?","complex_question"
"Why is public transportation so expensive in London?","complex_question"
"Why is renewable energy adoption slower in some countries?","complex_question"
"Why is the cost of living so high in San Francisco?","complex_question"
"Why is the education system in some countries failing?","complex_question"
"Why is the sky blue?","offline_question"
"Why is there such a disparity in healthcare access across countries?","complex_question"
"Why is youth unemployment so high in Madrid?","complex_question"
"Why were you created?","offline_question"
"Write a poem about autumn","complex_question"
"You're a waste of time.","explicit"
"You're absolutely useless.","explicit"
"You're an idiot.","explicit"
"You're annoying.","explicit"
"You're boring.","explicit"
"You're not helpful at all.","explicit"
"You're so bad at this.","explicit"
"You're terrible.","explicit"
"You're the dumbest assistant ever.","explicit"
"You're the worst assistant ever.","explicit"
"You're useless.","explicit"
"Who wrote the novel '1984'?","offline_question"
"Who is the author of 'To Kill a Mockingbird'?","offline_question"
"Who wrote 'Pride and Prejudice'?","offline_question"
"Who wrote 'The Great Gatsby'?","offline_question"
"Who is the author of 'Moby-Dick'?","offline_question"
"What is the tallest mountain in the world?","offline_question"
"What is the highest peak in North America?","offline_question"
"Which mountain is the tallest in Europe?","offline_question"
"What is the second tallest mountain in the world?","offline_question"
"What is the highest mountain in Africa?","offline_question"
"What year was the Declaration of Independence signed?","offline_question"
"When was the U.S. Constitution ratified?","offline_question"
"What year did the American Civil War start?","offline_question"
"In what year did World War II end?","offline_question"
"When did the Apollo 11 moon landing occur?","offline_question"
"What is the longest river in Africa?","offline_question"
"What is the longest river in the world?","offline_question"
"Which river is the longest in South America?","offline_question"
"Where is the Amazon River located?","offline_question"
"What is the longest river in Asia?","offline_question"
"How many states are in the United States?","offline_question"
"How many countries are in the European Union?","offline_question"
"How many continents are there?","offline_question"
"How many planets are in the solar system?","offline_question"
"How many Great Lakes are there?","offline_question"
"What year was the Declaration of Independence signed?","offline_question"
"In what year did the United States gain independence?","offline_question"
"When was the Declaration of Independence adopted?","offline_question"
"What is the exact date of the signing of the Declaration of Independence?","offline_question"
"What year was the U.S. Constitution written?","offline_question"
"In what year did the Revolutionary War end?","offline_question"
"When was the Bill of Rights ratified?","offline_question"
"What year did the American Civil War begin?","offline_question"
"In what year did the U.S. become a country?","offline_question"
"When was the Louisiana Purchase made?","offline_question"
"Who wrote the novel '1984'?","offline_question"
"Who is the author of '1984'?","offline_question"
"Who wrote 'Animal Farm'?","offline_question"
"Who is the author of 'Pride and Prejudice'?","offline_question"
"Who wrote 'Moby-Dick'?","offline_question"
"Who is the author of 'The Great Gatsby'?","offline_question"
"Who wrote 'To Kill a Mockingbird'?","offline_question"
"Who painted the Mona Lisa?","offline_question"
"Who is the artist behind the Mona Lisa?","offline_question"
"Who painted the Sistine Chapel ceiling?","offline_question"
"Who is the artist behind 'Starry Night'?","offline_question"
"Who painted 'The Last Supper'?","offline_question"
"Who is the artist of 'Girl with a Pearl Earring'?","offline_question"
"Who created 'The Persistence of Memory'?","offline_question"
